,Unnamed: 0,Credit_Card_Exceed_Months,Employment_Type,Loan_Amount,Loan_Tenure_Year,More_Than_One_Products,Credit_Card_types,Number_of_Dependents,Years_to_Financial_Freedom,Number_of_Credit_Card_Facility,Number_of_Properties,Number_of_Bank_Products,Number_of_Loan_to_Approve,Property_Type,Years_for_Property_to_Completion,State,Number_of_Side_Income,Monthly_Salary,Total_Sum_of_Loan,Total_Income_for_Join_Application,Decision,Score
2090,2090,5,employee,250046,23,yes,normal,2,,4,2,,2,flat,13,Kuala Lumpur,1,5635,893703,8441,Accept,8
2091,2091,5,employee,,,no,gold,2,13,4,2,1,2,flat,,Kuala Lumpur,1,7553,652491,,Accept,6
2092,2092,5,employee,353641,21,yes,,2,13,4,2,1,3,flat,,Kuala Lumpur,1,5456,462134,13644,Accept,8
2093,2093,5,employee,505888,18,no,gold,2,13,4,,1,3,flat,13,Kuala Lumpur,1,12181,445315,12874,Accept,7
2094,2094,5,employee,476071,11,yes,gold,2,13,4,,1,1,flat,13,Kuala Lumpur,3,,714497,16588,Accept,8
2095,2095,5,employee,,,no,,2,13,4,2,1,3,flat,13,Kuala Lumpur,,8018,574424,,Accept,9
2096,2096,5,employee,,13,yes,normal,2,,4,2,,2,flat,,Kuala Lumpur,2,9392,1171232,15474,Reject,8
2097,2097,5,employee,605933,,no,normal,2,13,4,,1,2,flat,13,Kuala Lumpur,3,,1002607,18272,Accept,7
2098,2098,5,employee,,14,yes,,2,,4,2,1,2,,13,Kuala Lumpur,2,,1131642,,Accept,8
2099,2099,5,employee,105265,18,no,normal,2,13,,,1,1,flat,13,Kuala Lumpur,3,,1077170,14878,Accept,6
2100,2100,7,Self_Employed,702291,,yes,normal,2,14,4,,,1,flat,10,Kuala Lumpur,1,4281,432067,11488,Accept,8
2101,2101,7,Self_Employed,462020,11,no,gold,2,14,,2,1,2,flat,,Kuala Lumpur,3,12052,858408,8656,Reject,6
2102,2102,7,Self_Employed,437798,23,yes,platinum,2,,,,1,3,flat,,Kuala Lumpur,2,3920,768978,,Accept,6
2103,2103,7,Self_Employed,769518,24,no,gold,2,,,2,1,3,flat,10,Kuala Lumpur,3,8478,1335923,12337,Accept,8
2104,2104,7,Self_Employed,,12,yes,platinum,2,,,,1,2,flat,10,Kuala Lumpur,3,6603,828986,14846,Accept,6
2105,2105,7,Self_Employed,311345,19,no,normal,2,14,,,1,1,flat,,Kuala Lumpur,,7966,797032,,Reject,8
2106,2106,7,Self_Employed,716179,,yes,gold,2,,4,2,1,3,flat,10,Kuala Lumpur,1,5290,646239,15552,Reject,9
2107,2107,7,Self_Employed,106423,19,no,gold,2,14,4,,1,1,flat,10,Kuala Lumpur,2,6959,881712,15312,Accept,7
2108,2108,7,Self_Employed,,13,yes,normal,2,14,4,2,1,3,flat,10,Kuala Lumpur,3,9123,1036062,,Accept,7
2109,2109,7,Self_Employed,237027,10,no,,2,,,2,1,3,flat,10,Kuala Lumpur,3,10677,1017626,7698,Accept,7
2110,2110,7,Self_Employed,,10,yes,normal,2,14,4,2,1,2,flat,10,Kuala Lumpur,2,4539,939452,17424,Reject,8
2111,2111,7,Self_Employed,679989,16,no,normal,2,14,4,2,1,3,flat,10,Kuala Lumpur,2,10566,1237488,,Accept,8
2112,2112,7,Self_Employed,537295,24,yes,gold,2,14,,,1,2,flat,10,Kuala Lumpur,,12045,589175,,Reject,8
2113,2113,7,Self_Employed,,,no,gold,2,,4,2,1,3,flat,10,Kuala Lumpur,,9539,,,Accept,7
2114,2114,7,Self_Employed,546305,15,yes,normal,2,14,,,,2,flat,10,Kuala Lumpur,1,4203,1053023,,Reject,8
2115,2115,7,Self_Employed,728851,,no,gold,2,14,4,2,1,3,flat,10,Kuala Lumpur,,,1259553,,Accept,7
2116,2116,7,Self_Employed,609443,10,yes,normal,2,,4,,1,2,flat,10,Kuala Lumpur,,10674,1406152,13459,Accept,6
2117,2117,7,Self_Employed,179576,,no,normal,2,,4,2,1,2,flat,10,Kuala Lumpur,,11056,1449960,,Accept,9
2118,2118,7,Self_Employed,237058,17,yes,,2,,4,2,1,3,flat,10,Kuala Lumpur,3,12088,1183165,19493,Reject,8
2119,2119,7,Self_Employed,,12,no,normal,2,,4,,1,1,flat,10,Kuala Lumpur,3,4326,957105,11529,Accept,8
2120,2120,7,Self_Employed,711774,22,yes,normal,2,14,4,2,1,3,flat,10,Kuala Lumpur,,,1167123,17741,Reject,8
2121,2121,7,Self_Employed,535414,18,no,gold,2,14,4,,,1,flat,10,Kuala Lumpur,2,9447,1144193,,Accept,7
2122,2122,7,Self_Employed,,18,yes,gold,2,,4,,,2,flat,,Kuala Lumpur,1,9458,1399308,,Accept,7
2123,2123,7,Self_Employed,796651,12,no,,2,14,,2,1,3,flat,,Kuala Lumpur,2,10320,863670,13943,Accept,6
2124,2124,7,Self_Employed,212036,,yes,normal,2,14,,2,1,1,flat,10,Kuala Lumpur,2,6683,927566,12835,Accept,6
2125,2125,7,Self_Employed,645234,,no,normal,2,14,4,2,1,3,flat,10,Kuala Lumpur,,5855,1121745,8771,Accept,9
2126,2126,7,Self_Employed,303118,11,yes,normal,2,14,,2,1,1,flat,10,Kuala Lumpur,3,10024,680262,17715,Accept,6
2127,2127,7,Self_Employed,401470,24,no,normal,2,14,4,,,3,flat,10,Kuala Lumpur,1,5759,901538,18886,Accept,9
2128,2128,7,Self_Employed,189584,20,yes,platinum,2,,4,2,1,3,flat,10,Kuala Lumpur,2,8987,868190,,Accept,7
2129,2129,7,Self_Employed,245006,23,no,,2,14,4,2,1,3,flat,10,Kuala Lumpur,1,7178,1288094,13597,Reject,7
2130,2130,7,Self_Employed,705500,11,yes,normal,2,14,4,2,,1,flat,10,Kuala Lumpur,2,10379,947856,11160,Reject,6
2131,2131,7,Self_Employed,139423,10,no,gold,2,14,,2,1,3,flat,10,Kuala Lumpur,1,10870,537922,,Accept,7
2132,2132,7,Self_Employed,156108,24,yes,platinum,2,14,4,2,1,2,flat,10,Kuala Lumpur,,10540,660956,,Accept,6
2133,2133,7,Self_Employed,174280,13,no,normal,2,,,2,1,2,flat,10,Kuala Lumpur,,5998,1222009,7875,Accept,6
2134,2134,7,Self_Employed,729108,19,yes,gold,2,14,4,2,1,2,flat,10,Kuala Lumpur,2,4216,,8595,Accept,7
2135,2135,7,Self_Employed,705576,11,no,normal,2,,,2,1,2,flat,10,Kuala Lumpur,1,10060,1350662,,Accept,6
2136,2136,7,Self_Employed,268446,22,yes,normal,2,14,4,2,,1,flat,10,Kuala Lumpur,3,10115,,13331,Accept,7
2137,2137,7,Self_Employed,712495,10,no,normal,2,14,4,2,1,1,flat,10,Kuala Lumpur,1,,688587,16294,Accept,7
2138,2138,7,Self_Employed,157857,21,yes,normal,2,14,4,2,1,3,flat,10,Kuala Lumpur,3,11561,439778,15451,Reject,9
2139,2139,7,Self_Employed,274467,,no,gold,2,14,4,,1,3,flat,10,Kuala Lumpur,1,9595,767859,14708,Accept,9
2140,2140,7,Self_Employed,178675,24,yes,gold,2,,4,2,1,3,flat,10,Kuala Lumpur,2,12005,812378,,Accept,8
2141,2141,7,Self_Employed,,17,no,platinum,2,,4,2,1,3,flat,10,Kuala Lumpur,,11350,944884,,Accept,6
2142,2142,7,Self_Employed,,14,yes,gold,2,14,4,2,1,2,flat,10,Kuala Lumpur,3,10261,929635,19244,Reject,9
2143,2143,7,Self_Employed,147540,14,no,gold,2,14,,2,1,2,flat,10,Kuala Lumpur,3,7375,,18937,Reject,8
2144,2144,7,Self_Employed,555224,,yes,gold,2,14,4,,1,3,flat,10,Kuala Lumpur,1,,1257158,,Accept,8
2145,2145,7,Self_Employed,408529,11,no,normal,2,14,,,1,2,flat,10,Kuala Lumpur,3,8141,,14793,Reject,6
2146,2146,7,Self_Employed,692995,17,yes,gold,2,14,4,,1,3,flat,10,Kuala Lumpur,3,6684,582275,12353,Accept,7
2147,2147,7,Self_Employed,796644,19,no,normal,2,,4,2,1,1,flat,10,Kuala Lumpur,1,,769385,12961,Accept,7
2148,2148,7,Self_Employed,594229,19,yes,normal,2,,,2,1,2,flat,,Kuala Lumpur,,8716,,19799,Accept,8
2149,2149,7,Self_Employed,240717,10,no,normal,2,14,4,2,,2,flat,10,Kuala Lumpur,3,7051,1350794,9304,Accept,6
2150,2150,7,Self_Employed,640280,,yes,normal,2,14,,2,1,3,flat,10,Kuala Lumpur,,5618,,,Reject,8
2151,2151,7,Self_Employed,322565,17,no,gold,2,,4,2,1,3,flat,10,Kuala Lumpur,,11988,663058,19223,Accept,7
2152,2152,7,Self_Employed,718860,14,yes,normal,2,14,4,2,,3,flat,,Kuala Lumpur,3,,1397450,19978,Accept,8
2153,2153,7,Self_Employed,736737,22,no,gold,2,14,4,2,1,3,flat,10,Kuala Lumpur,,9325,1275743,,Reject,7
2154,2154,7,Self_Employed,571243,12,yes,platinum,2,14,4,2,,3,flat,,Kuala Lumpur,,,851913,,Reject,7
2155,2155,7,Self_Employed,588729,,no,normal,2,14,4,2,1,2,flat,,Kuala Lumpur,3,,790053,18942,Reject,7
2156,2156,7,Self_Employed,293194,17,yes,gold,2,14,4,2,,3,flat,10,Kuala Lumpur,1,8853,,19704,Accept,6
2157,2157,7,Self_Employed,,19,no,normal,2,14,,2,,2,flat,10,Kuala Lumpur,,10484,,18494,Accept,8
2158,2158,7,Self_Employed,,15,yes,gold,2,14,4,,1,1,flat,,Kuala Lumpur,3,,1324098,19640,Accept,9
2159,2159,7,Self_Employed,422221,,no,normal,2,14,4,2,,3,,10,Kuala Lumpur,,4164,617413,11679,Accept,9
2160,2160,7,Self_Employed,272772,,yes,gold,2,,4,2,1,1,bungalow,10,Kuala Lumpur,,5740,929697,10545,Reject,6
2161,2161,7,Self_Employed,786588,,no,normal,2,14,4,2,1,2,,10,Kuala Lumpur,,5736,1203829,11915,Accept,9
2162,2162,7,Self_Employed,224296,13,yes,gold,2,14,4,,1,2,bungalow,10,Kuala Lumpur,,7524,778432,18286,Accept,6
2163,2163,7,Self_Employed,210980,14,no,normal,2,14,4,2,,1,bungalow,,Kuala Lumpur,2,11716,,14743,Accept,8
2164,2164,7,Self_Employed,172459,18,yes,normal,2,,,,,2,bungalow,10,Kuala Lumpur,2,9087,964658,,Accept,9
2165,2165,7,Self_Employed,,10,no,gold,2,14,4,2,,2,bungalow,10,Kuala Lumpur,,7572,542601,10098,Accept,8
2166,2166,7,Self_Employed,101643,11,yes,normal,2,,4,2,1,1,bungalow,10,Kuala Lumpur,,11613,465061,,Reject,9
2167,2167,7,Self_Employed,798063,24,no,normal,2,14,,2,1,2,bungalow,10,Kuala Lumpur,1,8271,1396469,,Accept,9
2168,2168,7,Self_Employed,795349,16,yes,gold,2,14,,,1,1,bungalow,10,Kuala Lumpur,,4068,806598,13827,Reject,6
2169,2169,7,Self_Employed,327303,20,no,normal,2,14,4,2,1,3,,10,Kuala Lumpur,3,3911,581102,,Reject,8
2170,2170,7,Self_Employed,478058,,yes,normal,2,,,2,,2,bungalow,10,Kuala Lumpur,,,,,Reject,8
2171,2171,7,Self_Employed,751549,24,no,normal,2,14,4,,1,3,bungalow,10,Kuala Lumpur,1,,1207794,,Accept,8
2172,2172,7,Self_Employed,762971,22,yes,gold,2,14,4,,,3,bungalow,,Kuala Lumpur,2,,,17299,Accept,9
2173,2173,7,Self_Employed,660975,21,no,,2,14,4,2,1,1,bungalow,10,Kuala Lumpur,,8801,466613,11250,Accept,7
2174,2174,7,Self_Employed,,20,yes,normal,2,14,4,,,2,bungalow,10,Kuala Lumpur,3,11838,1153533,,Accept,9
2175,2175,7,Self_Employed,,17,no,gold,2,14,4,2,1,3,bungalow,10,Kuala Lumpur,,4771,1176611,11527,Reject,9
2176,2176,7,Self_Employed,777410,,yes,normal,2,14,4,,1,1,bungalow,10,Kuala Lumpur,2,,,12479,Accept,7
2177,2177,7,Self_Employed,189173,20,no,platinum,2,14,,,1,2,bungalow,10,Kuala Lumpur,,4683,1407443,,Reject,9
2178,2178,7,Self_Employed,322995,16,yes,normal,2,,,2,1,3,,,Kuala Lumpur,2,5094,1211500,15699,Accept,7
2179,2179,7,Self_Employed,,,no,platinum,2,14,4,2,1,1,bungalow,,Kuala Lumpur,,4302,1009458,10199,Accept,6
2180,2180,7,Self_Employed,609762,13,yes,normal,2,,4,2,1,2,flat,10,Kuala Lumpur,1,3606,864481,17981,Accept,9
2181,2181,7,Self_Employed,320828,14,no,normal,2,14,4,2,1,1,flat,,Kuala Lumpur,3,9369,1111711,18000,Reject,6
2182,2182,7,Self_Employed,478999,23,yes,normal,2,14,4,,,3,flat,10,Kuala Lumpur,2,,763740,,Accept,8
2183,2183,7,Self_Employed,203203,,no,normal,2,,4,2,1,1,flat,10,Kuala Lumpur,2,12105,593452,,Reject,7
2184,2184,7,Self_Employed,394761,,yes,normal,2,14,,,,2,flat,10,Kuala Lumpur,,12077,,11207,Accept,8
2185,2185,7,Self_Employed,145510,19,no,normal,2,14,,2,,1,flat,10,Kuala Lumpur,2,,860102,14884,Accept,7
2186,2186,7,Self_Employed,683025,14,yes,normal,2,,4,,1,2,flat,10,Kuala Lumpur,3,10146,678095,19158,Reject,8
2187,2187,7,Self_Employed,240095,24,no,normal,2,,,2,,2,,10,Kuala Lumpur,1,9017,806952,8959,Accept,8
2188,2188,7,Self_Employed,134509,13,yes,normal,2,14,4,2,1,1,flat,10,Kuala Lumpur,,7157,1362959,,Reject,6
2189,2189,7,Self_Employed,,22,no,normal,2,14,4,,,2,flat,10,Kuala Lumpur,3,7703,829971,,Accept,9
2190,2190,7,Self_Employed,419009,12,yes,normal,2,14,4,2,1,1,,10,Kuala Lumpur,1,10214,513548,,Reject,7
2191,2191,7,Self_Employed,370497,14,no,normal,2,,,2,1,1,flat,10,Kuala Lumpur,1,6044,,13343,Reject,6
2192,2192,7,Self_Employed,689547,23,yes,,2,14,4,,,2,flat,10,Kuala Lumpur,1,,825325,10442,Accept,8
2193,2193,7,Self_Employed,,21,no,gold,2,14,4,,,1,flat,10,Kuala Lumpur,1,3646,765556,,Accept,9
2194,2194,7,Self_Employed,598821,19,yes,normal,2,,,,,3,flat,,Kuala Lumpur,3,5890,,11626,Accept,9
2195,2195,7,Self_Employed,475807,10,no,normal,2,14,,,,3,flat,10,Kuala Lumpur,,9034,1021027,14896,Reject,9
2196,2196,7,Self_Employed,,23,yes,gold,2,14,4,2,,3,flat,10,Kuala Lumpur,,10757,932225,18128,Accept,6
2197,2197,7,Self_Employed,756189,13,no,normal,2,14,4,,1,1,flat,10,Kuala Lumpur,1,,575791,10075,Accept,7
2198,2198,7,Self_Employed,266164,14,yes,normal,2,14,4,,1,2,flat,10,Kuala Lumpur,,9071,,11595,Reject,8
2199,2199,7,Self_Employed,750080,24,no,normal,2,,4,2,1,2,flat,10,Kuala Lumpur,2,11075,788134,,Reject,9
2200,2200,1,Fresh_Graduate,,15,yes,normal,3,,2,,5,1,flat,10,Kuala Lumpur,3,5154,756803,,Accept,7
2201,2201,1,Fresh_Graduate,,,no,normal,3,,2,,,3,flat,10,Kuala Lumpur,1,11162,951972,15868,Accept,6
2202,2202,1,Fresh_Graduate,529614,15,yes,normal,3,15,2,2,5,1,flat,10,Kuala Lumpur,2,4476,516862,,Reject,9
2203,2203,1,Fresh_Graduate,706801,,no,normal,3,15,2,2,5,1,flat,10,Kuala Lumpur,,,603821,15443,Accept,9
2204,2204,1,Fresh_Graduate,591344,15,yes,normal,3,15,,,5,1,flat,10,Kuala Lumpur,,5742,603201,10511,Reject,8
2205,2205,1,Fresh_Graduate,,17,no,normal,3,15,2,,,3,flat,10,Kuala Lumpur,1,9696,493090,11280,Reject,8
2206,2206,1,Fresh_Graduate,165040,10,yes,platinum,3,,2,,5,1,flat,10,Kuala Lumpur,1,10740,892139,,Accept,8
2207,2207,1,Fresh_Graduate,696832,15,no,normal,3,15,2,,,2,flat,10,Kuala Lumpur,3,,1359528,,Accept,8
2208,2208,1,Fresh_Graduate,657352,20,yes,gold,3,15,2,,,1,flat,10,Kuala Lumpur,3,,1253505,,Accept,7
2209,2209,1,Fresh_Graduate,216367,15,no,gold,3,15,2,2,,3,flat,10,Kuala Lumpur,1,10392,1110272,,Reject,9
2210,2210,1,Fresh_Graduate,541683,18,yes,normal,3,15,2,2,,1,,10,Kuala Lumpur,1,11592,845237,10709,Accept,9
2211,2211,1,Fresh_Graduate,,13,no,gold,3,15,2,2,5,2,flat,10,Kuala Lumpur,,5922,1186498,11525,Accept,6
2212,2212,1,Fresh_Graduate,295968,21,yes,normal,3,15,2,,5,3,flat,10,Kuala Lumpur,3,,524315,,Reject,6
2213,2213,1,Fresh_Graduate,,11,no,gold,3,15,2,2,,3,flat,10,Kuala Lumpur,3,,513439,,Accept,8
2214,2214,1,Fresh_Graduate,318416,20,yes,normal,3,15,2,2,5,3,flat,10,Kuala Lumpur,2,8455,1158579,9528,Accept,8
2215,2215,1,Fresh_Graduate,404731,,no,normal,3,,,2,,2,flat,10,Kuala Lumpur,,3631,499566,,Accept,7
2216,2216,1,Fresh_Graduate,504194,10,yes,normal,3,,,,5,2,flat,10,Kuala Lumpur,2,9887,661505,,Accept,8
2217,2217,1,Fresh_Graduate,359329,10,no,gold,3,,2,2,,2,flat,10,Kuala Lumpur,3,,1327530,,Accept,7
2218,2218,1,Fresh_Graduate,166146,22,yes,normal,3,,,,5,2,flat,10,Kuala Lumpur,3,10141,936806,8218,Reject,8
2219,2219,1,Fresh_Graduate,751085,18,no,,3,15,2,,5,3,flat,10,Kuala Lumpur,1,10408,,,Accept,6
2220,2220,1,Fresh_Graduate,292949,13,yes,normal,3,15,2,2,,2,terrace,10,Kuala Lumpur,2,8169,1206559,15224,Reject,9
2221,2221,1,Fresh_Graduate,181945,22,no,platinum,3,15,2,2,5,2,terrace,10,Kuala Lumpur,,5111,1264981,8068,Accept,7
2222,2222,1,Fresh_Graduate,538482,,yes,normal,3,15,2,2,5,2,,10,Kuala Lumpur,1,,1437046,8634,Accept,9
2223,2223,1,Fresh_Graduate,,19,no,gold,3,15,2,2,5,2,terrace,,Kuala Lumpur,1,4942,1005769,,Reject,7
2224,2224,1,Fresh_Graduate,265502,10,yes,platinum,3,,2,,,1,terrace,10,Kuala Lumpur,,,,,Reject,7
2225,2225,1,Fresh_Graduate,617266,20,no,normal,3,,2,2,5,2,terrace,10,Kuala Lumpur,,3839,1318655,8107,Accept,8
2226,2226,1,Fresh_Graduate,545805,13,yes,gold,3,15,,2,5,1,terrace,10,Kuala Lumpur,,10877,706855,17060,Accept,8
2227,2227,1,Fresh_Graduate,,15,no,normal,3,15,2,2,,3,terrace,10,Kuala Lumpur,1,11908,1209525,11201,Reject,7
2228,2228,1,Fresh_Graduate,511240,,yes,normal,3,15,2,2,5,1,terrace,10,Kuala Lumpur,3,8594,595453,15051,Accept,8
2229,2229,1,Fresh_Graduate,324774,14,no,normal,3,15,2,2,,1,terrace,10,Kuala Lumpur,,6715,491729,,Accept,7
2230,2230,1,Fresh_Graduate,730108,10,yes,platinum,3,15,2,2,,3,terrace,10,Kuala Lumpur,3,,,10163,Accept,6
2231,2231,1,Fresh_Graduate,136957,,no,gold,3,,2,,5,1,terrace,10,Kuala Lumpur,,10927,928806,16547,Accept,6
2232,2232,1,Fresh_Graduate,680852,24,yes,gold,3,15,2,,,1,terrace,10,Kuala Lumpur,3,5152,891000,11333,Accept,7
2233,2233,1,Fresh_Graduate,601329,24,no,normal,3,,2,2,,2,terrace,10,Kuala Lumpur,2,,666431,12307,Accept,6
2234,2234,1,Fresh_Graduate,238055,12,yes,normal,3,15,,,5,3,,10,Kuala Lumpur,2,12329,756864,17613,Reject,6
2235,2235,1,Fresh_Graduate,140407,15,no,gold,3,,2,2,5,1,terrace,,Kuala Lumpur,3,,,,Accept,6
2236,2236,1,Fresh_Graduate,663570,16,yes,normal,3,,2,,5,1,terrace,10,Kuala Lumpur,2,,667145,,Accept,8
2237,2237,1,Fresh_Graduate,153394,24,no,gold,3,15,2,2,5,1,terrace,,Kuala Lumpur,2,9950,946447,18433,Accept,8
2238,2238,1,Fresh_Graduate,,19,yes,normal,3,15,2,2,5,1,terrace,,Kuala Lumpur,,5579,465548,8373,Accept,6
2239,2239,1,Fresh_Graduate,794388,11,no,gold,3,15,2,2,,2,terrace,10,Kuala Lumpur,3,7228,568244,,Reject,9
2240,2240,1,Fresh_Graduate,,18,yes,platinum,3,15,2,2,5,3,terrace,10,Kuala Lumpur,,,1193665,14062,Accept,8
2241,2241,1,Fresh_Graduate,579893,12,no,gold,3,15,,,,3,terrace,,Kuala Lumpur,1,,1252704,7724,Accept,8
2242,2242,1,Fresh_Graduate,667556,14,yes,normal,3,,,2,5,1,terrace,10,Kuala Lumpur,2,10377,939550,8161,Accept,8
2243,2243,1,Fresh_Graduate,471031,,no,normal,3,15,2,2,5,1,terrace,10,Kuala Lumpur,2,12237,583657,,Accept,6
2244,2244,1,Fresh_Graduate,666649,19,yes,platinum,3,,,2,5,2,terrace,10,Kuala Lumpur,3,,505836,14452,Accept,9
2245,2245,1,Fresh_Graduate,753941,,no,gold,3,15,,,5,1,terrace,10,Kuala Lumpur,3,,1152224,,Accept,6
2246,2246,1,Fresh_Graduate,,22,yes,normal,3,,2,2,,3,terrace,10,Kuala Lumpur,3,,549051,15738,Reject,6
2247,2247,1,Fresh_Graduate,648467,22,no,,3,15,2,,5,1,,,Kuala Lumpur,,6957,622492,18326,Accept,8
2248,2248,1,Fresh_Graduate,444963,,yes,normal,3,,2,2,5,2,terrace,10,Kuala Lumpur,2,11407,662915,15403,Accept,7
2249,2249,1,Fresh_Graduate,,,no,gold,3,15,2,2,5,2,,10,Kuala Lumpur,,7887,774673,,Accept,9
2250,2250,1,Fresh_Graduate,,22,yes,gold,3,15,2,2,5,2,terrace,10,Kuala Lumpur,,6182,1331084,19758,Accept,6
2251,2251,1,Fresh_Graduate,766039,24,no,normal,3,,2,,5,3,terrace,10,Kuala Lumpur,,,1264784,,Reject,7
2252,2252,1,Fresh_Graduate,253351,10,yes,gold,3,15,2,2,5,3,terrace,,Kuala Lumpur,1,,753247,,Accept,8
2253,2253,1,Fresh_Graduate,,20,no,normal,3,15,2,2,,2,terrace,10,Kuala Lumpur,3,4653,1390946,10085,Reject,8
2254,2254,1,Fresh_Graduate,559360,,yes,gold,3,15,2,2,5,3,terrace,10,Kuala Lumpur,2,7051,1350748,,Accept,8
2255,2255,1,Fresh_Graduate,,22,no,normal,3,15,2,2,5,1,terrace,10,Kuala Lumpur,,7422,574445,8572,Accept,7
2256,2256,1,Fresh_Graduate,,21,yes,normal,3,,2,2,,1,terrace,10,Kuala Lumpur,3,,1205718,9832,Accept,8
2257,2257,1,Fresh_Graduate,496594,18,no,gold,3,15,2,2,5,3,terrace,10,Kuala Lumpur,,8920,771973,8089,Reject,7
2258,2258,1,Fresh_Graduate,,21,yes,normal,3,15,2,2,5,1,terrace,10,Kuala Lumpur,,5971,566733,,Accept,6
2259,2259,1,Fresh_Graduate,,,no,normal,3,,2,2,5,2,terrace,10,Kuala Lumpur,3,10558,880662,,Accept,8
2260,2260,1,Fresh_Graduate,,,yes,normal,3,,,,5,3,terrace,,Kuala Lumpur,1,,688099,15824,Reject,9
2261,2261,1,Fresh_Graduate,655376,19,no,normal,3,,,2,5,1,terrace,10,Kuala Lumpur,,,1294706,15029,Accept,6
2262,2262,1,Fresh_Graduate,305385,12,yes,normal,3,15,2,,5,1,terrace,10,Kuala Lumpur,,4389,1156820,13241,Accept,7
2263,2263,1,Fresh_Graduate,339748,20,no,gold,3,15,2,2,5,1,terrace,10,Kuala Lumpur,1,6861,1194990,,Accept,6
2264,2264,1,Fresh_Graduate,,14,yes,normal,3,15,2,2,,1,terrace,10,Kuala Lumpur,,10653,,8688,Accept,7
2265,2265,1,Fresh_Graduate,533822,23,no,normal,3,,2,2,,1,terrace,10,Kuala Lumpur,1,9970,733722,14203,Accept,9
2266,2266,1,Fresh_Graduate,520477,17,yes,normal,3,15,2,2,,3,terrace,10,Kuala Lumpur,3,,426989,13617,Accept,9
2267,2267,1,Fresh_Graduate,264287,,no,platinum,3,,,,,3,terrace,10,Kuala Lumpur,3,,1058994,,Accept,7
2268,2268,1,Fresh_Graduate,,,yes,normal,3,15,2,2,5,1,terrace,10,Kuala Lumpur,,10209,970796,,Reject,9
2269,2269,1,Fresh_Graduate,,,no,platinum,3,15,2,2,5,2,terrace,10,Kuala Lumpur,3,10347,607281,17062,Accept,8
2270,2270,1,Fresh_Graduate,,23,yes,normal,3,15,,2,,3,,10,Kuala Lumpur,2,5692,,,Accept,7
2271,2271,1,Fresh_Graduate,556385,14,no,gold,3,15,2,,,1,terrace,,Kuala Lumpur,1,5706,1138340,,Accept,7
2272,2272,1,Fresh_Graduate,,15,yes,normal,3,15,2,2,5,1,terrace,10,Kuala Lumpur,3,8513,1061172,,Accept,6
2273,2273,1,Fresh_Graduate,596964,,no,gold,3,,2,2,5,1,terrace,10,Kuala Lumpur,2,11786,689318,13180,Reject,9
2274,2274,1,Fresh_Graduate,739876,19,yes,gold,3,15,,2,5,1,terrace,10,Kuala Lumpur,2,9936,1034168,,Accept,8
2275,2275,1,Fresh_Graduate,778233,21,no,normal,3,15,,2,,2,,,Kuala Lumpur,,5786,722333,10089,Accept,8
2276,2276,1,Fresh_Graduate,603804,19,yes,platinum,3,15,2,2,5,3,terrace,10,Kuala Lumpur,2,,1254706,,Accept,8
2277,2277,1,Fresh_Graduate,132477,11,no,normal,3,15,2,2,5,1,terrace,10,Kuala Lumpur,,8192,,18355,Accept,9
2278,2278,1,Fresh_Graduate,,13,yes,normal,3,15,,2,5,3,terrace,10,Kuala Lumpur,,7832,1412721,16666,Accept,8
2279,2279,1,Fresh_Graduate,153279,,no,gold,3,,,,5,3,terrace,10,Kuala Lumpur,3,,482014,16725,Accept,7
2280,2280,1,Fresh_Graduate,154218,22,yes,normal,3,15,,2,,3,,10,Kuala Lumpur,2,,1067142,,Accept,6
2281,2281,1,Fresh_Graduate,590862,19,no,normal,3,15,,,5,1,terrace,10,Kuala Lumpur,1,11193,1261041,15357,Accept,8
2282,2282,1,Fresh_Graduate,720389,23,yes,normal,3,,2,,5,1,terrace,10,Kuala Lumpur,1,,466153,8950,Reject,6
2283,2283,1,Fresh_Graduate,669732,20,no,,3,15,,2,5,3,terrace,10,Kuala Lumpur,,10466,,11877,Reject,7
2284,2284,1,Fresh_Graduate,111264,15,yes,,3,,2,2,5,3,terrace,,Kuala Lumpur,1,8755,799959,10105,Accept,6
2285,2285,1,Fresh_Graduate,119296,20,no,normal,3,15,2,,5,3,terrace,,Kuala Lumpur,1,,1006647,16325,Accept,6
2286,2286,1,Fresh_Graduate,409617,15,yes,normal,3,15,,2,,3,terrace,,Kuala Lumpur,,5682,482164,,Reject,9
2287,2287,1,Fresh_Graduate,371001,,no,normal,3,15,2,2,5,1,terrace,10,Kuala Lumpur,2,8000,495214,18911,Accept,7
2288,2288,1,Fresh_Graduate,128081,11,yes,normal,3,15,2,,5,3,terrace,10,Kuala Lumpur,2,7005,826871,,Accept,8
2289,2289,1,Fresh_Graduate,,,no,gold,3,,2,2,5,1,terrace,,Kuala Lumpur,2,5074,951450,14005,Accept,7
2290,2290,1,Fresh_Graduate,572293,20,yes,normal,3,15,,2,5,3,terrace,10,Kuala Lumpur,1,,563931,,Accept,9
2291,2291,1,Fresh_Graduate,533354,20,no,normal,3,,,2,,3,terrace,10,Kuala Lumpur,1,5060,1322118,16500,Reject,9
2292,2292,1,Fresh_Graduate,793964,15,yes,gold,3,15,2,2,,2,,10,Kuala Lumpur,3,12510,550158,,Accept,9
2293,2293,1,Fresh_Graduate,488697,15,no,gold,3,15,2,,5,1,terrace,10,Kuala Lumpur,,3771,,,Accept,8
